Name	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0309838	1089.333	73.268	74.514	1605.983	120.903	75.271
FBtr0075152	1566.394	528.222	559	1830.408	538.725	587
FBtr0300092	0.052	0	0.112	0.133	0.072	0.083
FBtr0073892	0	0	0	0	0	0
FBtr0343143	17.946	1	0	8.009	0	1
FBtr0332630	242.968	55.138	6.705	190.989	50.935	26.867
FBtr0332631	2367.81	462.181	508.061	1641.568	386.14	470.164
FBtr0332632	1988.565	489.627	530.598	1957.219	655.521	476.85
FBtr0301268	16	6	5	21	6	4
FBtr0085909	18	5	6	17	5	2
FBtr0080763	1141	428	514	936	298	330
FBtr0086733	596	243	332	607	216	247
FBtr0087262	2000	933	1143	1886	645	852
FBtr0303232	86	39	36	42	5	17
FBtr0344155	2886.089	524.674	603.459	2279.323	362.045	332.255
FBtr0070316	1383.873	1148.183	1272.646	1938.458	1280.488	1171.711
FBtr0344279	6	1	5	13.227	3	4
FBtr0076133	13.002	2	10	7.004	0	3
FBtr0082259	2183.114	965.561	1096	1982.473	849.595	920
FBtr0079708	492.413	158.468	207	1153.771	377.292	462.425
FBtr0330181	0.458	0.538	0.513	0.458	0.525	3.888
FBtr0074894	1231.542	394.462	508.487	1371.542	327.475	452.112
FBtr0082726	196.589	69.253	83.26	62.819	58.548	50.398
FBtr0331429	61.256	34.212	52.164	19.836	29.665	43.146
FBtr0331428	282.753	167.52	116.34	385.817	111.778	67.88
FBtr0082727	51.861	50.899	63.161	22.92	49.219	53.433
FBtr0301219	140.541	64.116	113.075	398.607	90.789	151.144
FBtr0088166	0	0	0	1	0	1
FBtr0310646	165.087	51.487	27.839	122.165	21.957	31.496
FBtr0073730	5380.93	1747.513	2009.161	5541.835	1488.043	1753.504
FBtr0079724	257.346	33.568	46.669	54.062	34.922	12.687
FBtr0346454	26.599	11.334	21.97	5.599	8.546	11.405
FBtr0100541	48203.761	20763.098	26363.361	65829.888	18376.532	25116.907
FBtr0343865	11.437	2.325	0.924	2.306	0	1.29
FBtr0079324	0.975	1.273	1.076	5.694	0	1.71
FBtr0079598	1092.748	396.21	436	1100.232	341.441	404.211
FBtr0081220	34.059	4.48	14.591	15.276	8.291	4.474
FBtr0300823	18.123	8.077	5.845	35.691	13.635	7.458
FBtr0081221	162.911	176.965	191.568	356.25	165.485	233.827
FBtr0310645	155.744	24.013	60.585	99.976	67.417	20.32
FBtr0081219	14.26	5.465	4.411	24.807	10.172	4.921
FBtr0075314	549	140	169	506	126	194
FBtr0070136	324.046	68.058	99.806	380.74	167.971	39.049
FBtr0070137	78.32	72.306	17.576	76.828	17.519	38.973
FBtr0070135	352.902	179.636	239.618	272.616	52.669	128.978
FBtr0076688	1478.694	397.73	417.301	1404.544	394.378	477.488
FBtr0346546	30.625	18.799	18.699	19.258	29.396	18.991
FBtr0302935	778.16	207.43	353.077	785.907	210.843	278.426
FBtr0082329	253.84	228.57	160.923	312.093	175.157	103.574
FBtr0344017	119.811	23.007	26.446	82.291	24.06	27.433
FBtr0091678	1396.874	379.075	445.815	1122.739	341.179	280.446
FBtr0344016	92.956	26.154	18.771	126.556	43.919	24.289
FBtr0342985	632.221	225.686	169.266	618.871	232.446	234.905
FBtr0071815	2329.358	542.96	603.184	1808.726	628.043	579.351
FBtr0071816	174.013	193.128	160.99	280.23	145.019	166.327
FBtr0071813	18218.653	6316.389	7514.407	25751.271	8015.029	8489.063
FBtr0342986	513.241	551.989	345.539	556.759	595.353	1013.173
FBtr0071814	989.838	196.831	173.576	2976.832	213.089	234.082
FBtr0083049	772.88	264	292	769.236	212	232
FBtr0079593	41.485	2.955	3.285	24.057	9.531	3.495
FBtr0332415	93.315	38.588	39.544	116.164	36.981	39.04
FBtr0345640	1124.369	289.274	194.533	516.356	98.379	241.831
FBtr0077562	3577.603	1473.726	1696.467	4285.644	1526.621	1479.169
FBtr0085387	909.363	380.593	326.625	749.999	248.858	211.207
FBtr0085386	1513.078	494.407	641.375	1095.001	369.142	458.793
FBtr0085614	69.717	23.613	16.379	36.87	11.274	14.507
FBtr0303924	6.897	3.502	2.812	13.92	4.714	5.009
FBtr0303923	32.103	3.498	6.188	17.08	3.286	4.991
FBtr0300811	1294.017	606	666	1244	519.018	520
FBtr0340626	3.32	0	0.668	3.076	1.004	0.668
FBtr0340627	5.492	0	0.665	2.917	0.993	0.665
FBtr0340628	3.314	0	0.667	3.07	1.003	0.667
FBtr0087784	5453.423	2592.129	3141.805	6300.786	2258.295	2870.664
FBtr0332882	126.632	20.459	10.424	103.966	10.429	18.267
FBtr0339391	1645.429	577.717	553.775	465.647	262.276	164.08
FBtr0084095	194.339	67.523	67.996	178.551	53.784	47.702
FBtr0343807	44.599	23.935	21.756	43.408	24.14	27.26
FBtr0343805	375.683	147.855	225.821	264.036	290.997	399.859
FBtr0343806	1543.61	612.687	589.426	1843.835	478.078	317.179
FBtr0086801	13.302	2.356	7.88	33.061	7.404	2.161
FBtr0344145	21.521	0	0.423	19.847	0.135	2.01
FBtr0100454	2.52	1	1.224	1.115	1	0
FBtr0082255	2.644	0.5	0.946	2.096	1.424	0
FBtr0082256	3.404	0.5	0.993	2.516	1.576	0
FBtr0100455	1.203	0	0.415	2.898	0	0.99
FBtr0088783	1701.065	686.638	723	1844.182	574	633.629
FBtr0301333	0.5	0	0	0	0.5	0
FBtr0332689	0.5	0	0	0	0.5	0
FBtr0086107	4313	1907	2215	5753.178	1857	1830
FBtr0072159	11	2	7	17	5	2
FBtr0076218	112.611	45.169	20.148	295.166	83.454	119.726
FBtr0076219	2010.389	915.831	1028.852	1689.834	643.546	715.274
FBtr0113346	15	3	1	5	0	1
FBtr0100083	2	0	0	2	0	0
FBtr0079765	1	0	1	0	0	1
FBtr0071734	1	1	1	1	0	0
FBtr0071191	219.442	67.234	84.854	228.281	69.285	72.687
FBtr0345988	11.558	11.766	21.146	35.91	11.715	26.07
FBtr0071902	67.897	82.583	69.937	41.337	30.384	22.355
FBtr0332909	1101.721	363.417	534.063	702.663	230.616	337.645
FBtr0078892	8179	4326	4879	9835	3490	4517
FBtr0073061	0	1	0	0	0	0
FBtr0081973	5.252	5.493	0.494	5	0.494	4.817
FBtr0333190	0.756	2.507	0.506	0	0.506	0.183
FBtr0072990	648	212	304	620	138	242
FBtr0076205	156.06	28.175	51.771	101.656	15.87	16.879
FBtr0076204	376.94	171.825	183.229	426.316	160.13	175.121
FBtr0081487	722.618	349.306	396.377	974.097	432.27	421.165
FBtr0331678	229.382	26.694	26.623	241.903	26.73	20.835
FBtr0086674	4012	1239	1449	2846	797	1008
FBtr0113686	113.04	37.251	46.487	70.772	30.377	32.418
FBtr0113685	0.96	0.749	0.513	1.228	0.623	0.582
FBtr0072069	65.39	24.041	14.266	38.377	29.692	43.5
FBtr0072067	31.649	24.883	46.842	29.913	43.878	36.197
FBtr0072070	712.738	179.233	241.929	1158.889	213.147	244.148
FBtr0332926	37.261	24.991	21.701	35.344	45.301	27.943
FBtr0072068	124.812	58.991	25.243	134.364	56.998	26.29
FBtr0072066	29.919	32.862	58.397	24.496	47.183	38.16
FBtr0087059	2906.635	1095	1200	3112	1051	1206
FBtr0074966	1161.882	346.112	442.107	1307.885	373.822	443.182
FBtr0333896	454.69	134.888	123.893	432.115	107.178	94.818
FBtr0302288	0	0	0	1	0	0
FBtr0086613	195	76	88	77	30	23
FBtr0091795	10.67	9.692	5.63	18.106	5.137	8.353
FBtr0300891	11.888	5.966	4.452	12.118	4.859	3.538
FBtr0091794	6.561	4.58	3.275	9.229	3.825	2.964
FBtr0091793	6.368	6.185	3.905	13.63	4.875	5.79
FBtr0300892	6.547	4.562	3.272	10.94	4.65	3.253
FBtr0091792	11.992	6.015	4.465	8.989	3.655	3.117
FBtr0301734	270	102	131	286	74	107
FBtr0342889	199.898	68.339	74.085	126.049	39.428	101.572
FBtr0071618	226.102	64.661	78.915	304.951	74.572	62.428
FBtr0344856	12.806	14.488	14.032	20.067	20.057	19.68
FBtr0329838	20.421	22.42	21.303	51.144	45.964	38.056
FBtr0329840	189.154	36.566	27.224	287.313	58.687	58.517
FBtr0332236	16.54	23.136	21.17	27.204	40.275	44.601
FBtr0329844	159.47	81.9	102.163	225.104	121.31	96.435
FBtr0329839	160.486	75.489	62.478	219.836	86.71	100.471
FBtr0329842	19.165	23.173	22.036	36.334	42.18	40.456
FBtr0332237	18.34	21.322	21.593	37.906	43.198	35.03
FBtr0336736	99.133	58.778	41.187	302.82	205.504	155.365
FBtr0329846	13.103	14.869	14.389	20.817	20.802	20.396
FBtr0329845	14.636	16.873	16.259	22.794	25.001	24.406
FBtr0329843	347.572	40.026	29.092	935.891	68.214	67.962
FBtr0082799	7857.215	2268.524	2703.866	7012.348	2502.253	1873.484
FBtr0082797	1608.936	1970.931	2198.732	3601.294	1477.985	1795.396
FBtr0346346	74.952	1381.654	1422.524	127.461	993.06	813.137
FBtr0346347	12111.586	1961.883	2037.804	9492.112	1280.218	1354.955
FBtr0084420	0	0	0	1	0	1
FBtr0074230	2349	820	923	1964	791	747
FBtr0112400	7.524	1.016	6.038	10.923	2.02	5.1
FBtr0331156	9.416	4.021	3.484	31.705	11.461	9.643
FBtr0343982	8.488	4.189	2.639	30.16	5.957	8.489
FBtr0332994	9.81	4.79	2.877	18.094	8.61	5.873
FBtr0070707	842.809	71.579	69.402	811.481	69.937	84.853
FBtr0070704	4.801	12.861	6.094	16.323	5.006	6.304
FBtr0070706	8464.242	3390.189	4238.802	11479.882	2917.348	3394.192
FBtr0307065	5980.976	29.164	31.747	733.283	35.134	21.436
FBtr0300565	146.545	84.495	56.876	181.16	16.79	19.874
FBtr0346714	1172.547	452.618	514.026	149.186	12.752	13.188
FBtr0339597	93.074	24.306	24.004	67.142	14.323	11.011
FBtr0344276	1603.47	58.2	61.96	967.8	36.315	24.417
FBtr0082092	85.707	44.219	36.08	114.501	11.256	10.981
FBtr0344275	113.321	26.064	24.041	90.751	18.84	15.281
FBtr0300564	408.665	47.745	49.785	202.69	25.494	19.798
FBtr0344277	856.76	738.07	977.273	1094.541	1568.683	1734.127
FBtr0305273	0	0	0	0.5	0	0
FBtr0114644	0	0	0	0.5	0	0
FBtr0078384	126.413	30.221	14.444	509.196	34.064	25.354
FBtr0078383	584.603	72.506	83.674	203.554	100.403	94.614
FBtr0305331	829.922	346.273	390.882	603.192	310.533	321.032
FBtr0346513	1.536	0	0.428	6.107	0.889	0.295
FBtr0333152	2.208	1	0.041	0.191	0.247	0.246
FBtr0112510	21.139	1	11.531	25.639	8.864	5.46
FBtr0087297	1397.937	323.063	412.222	1323.842	556.484	534.691
FBtr0087296	1693.063	1017.937	1194.778	1952.481	635.516	926.309
FBtr0332380	4.146	0	1	6.104	1	1
FBtr0077024	1	0	1	1	1	0
FBtr0078507	0	0	0	0	0	0
FBtr0084821	1	0	0	0	0	0
FBtr0071309	0.017	0.019	0	0.003	0	0
FBtr0346164	3.023	1.981	0.004	6.131	2.063	2
FBtr0082010	2405	1064	1071	1898	632	788
FBtr0086091	217.938	60.502	83.371	48.455	59.131	35.387
FBtr0086092	3785.062	788.498	809.629	2557.545	722.869	706.613
FBtr0079762	17.743	0.394	6.58	7.869	1.578	2.826
FBtr0299772	0.911	0.371	0.456	0.482	0	0.508
FBtr0299771	0.911	0.371	0.456	0.482	0	0.508
FBtr0299768	0.183	0.146	0.454	0	0	0.143
FBtr0345263	0.91	0.371	0.456	0.482	0	0.508
FBtr0305057	14.368	0.371	1.37	6.365	2.991	0.367
FBtr0305058	25.147	0.37	1.408	7.774	0.586	0.366
FBtr0070184	0	0	0	1	0	0
FBtr0310497	28	6	7	15	2	2
FBtr0075590	8.475	6.048	0.985	19.635	6.043	8.847
FBtr0332094	7.525	1.952	6.015	6.365	1.957	1.153
FBtr0088695	896	309	355	875	301	307
FBtr0346507	57.018	19.038	31.867	82.367	23.777	18.823
FBtr0346508	81.165	18.23	31.181	74.438	21.016	18.097
FBtr0302176	59.529	21.63	34.732	48.581	17.391	16.609
FBtr0088450	3422.555	1227.777	1415.535	3796.445	1214.958	1322.516
FBtr0331955	25.008	6.476	6.63	14.911	10.545	6.703
FBtr0085033	0	0	0	1	0	0
FBtr0081690	0	0.507	0	3.978	0	0
FBtr0080434	1995.405	660.996	750.819	2511.672	792.24	766.338
FBtr0112501	72	20	20	205	33	58
FBtr0088394	107.453	36.58	20.094	72.15	20.632	29.341
FBtr0088393	606.562	242.901	278.386	751.672	207.999	263.569
FBtr0077210	46.611	10.538	15.108	29.952	11.522	10.327
FBtr0077204	34.393	7.175	7.963	17.523	7.72	8.132
FBtr0077208	122.864	51.331	51.332	137.921	41.13	48.128
FBtr0307526	62.813	16.4	20.05	78.022	19.872	16.467
FBtr0077205	35.811	8.884	10.09	24.428	9.858	9.585
FBtr0077209	68.433	16.867	19.961	76.2	22.255	15.98
FBtr0077206	43.296	9.373	9.935	19.244	10.606	9.819
FBtr0307527	96.466	17.872	22.324	132.124	22.096	17.95
FBtr0077207	108.877	7.58	26.523	54.727	11.718	13.682
FBtr0307528	250.597	178.522	179.07	255.075	110.103	138.436
FBtr0307524	58.966	10.575	12.103	25.855	11.394	11.912
FBtr0077203	52.308	38.075	36.161	45.322	37.772	30.03
FBtr0307529	45.585	10.931	13.404	52.325	12.614	11.845
FBtr0307525	50.982	20.877	31.977	86.282	17.341	14.706
FBtr0308086	36.856	8.502	13.439	28.247	6	6.312
FBtr0300799	222.949	58.713	75.689	694.69	38.657	105.489
FBtr0333671	28.571	10.168	8.961	52.548	16.012	22
FBtr0300797	31.897	21.999	17.152	41.357	18.976	13.514
FBtr0300798	22.778	15.434	11.997	23.449	10.292	10.92
FBtr0308087	36.537	6.253	13.15	17.176	4.385	4.722
FBtr0089119	89.815	7.582	4.563	25.236	11.97	3.354
FBtr0300796	24.944	16.842	14.285	26.6	10.823	11.406
FBtr0300800	1201.762	243.98	264.397	782.587	326.804	235.729
FBtr0089116	107.002	8.528	19.366	55.109	10.082	17.555
FBtr0113033	138	28	32	94	31	28
FBtr0332591	93.375	27.242	28.957	722.043	28.089	28.249
FBtr0074079	5449.664	1532.057	1720.989	4292.58	1317.292	1479.274
FBtr0332592	62.193	29.401	24.363	67.773	9.964	20.477
FBtr0086996	0	0	0	0	1	0
FBtr0336954	3	1	3	3	3	0
FBtr0346809	0	0	0	0	0	0
FBtr0308827	307.65	107.265	55.287	441.942	192.938	239.378
FBtr0084137	2927.674	964.484	1268.492	4441.501	1382.971	1626.189
FBtr0308826	216.675	79.251	98.221	391.557	180.092	110.433
FBtr0071541	2397	1166	1303	3342	1347	1480
FBtr0336859	10.628	3.303	3.966	18.475	9.714	3.965
FBtr0336860	1.239	0.852	0.517	2.643	0.348	0.517
FBtr0080707	1.24	0.852	0.517	1.145	0.938	0.517
FBtr0290334	7.491	0	0.254	3.239	0.003	0.254
FBtr0290335	5.886	0	0.253	3.369	0.003	0.253
FBtr0308597	6.892	0	0.247	3.367	0.003	0.247
FBtr0301944	7.562	0	0.246	3.506	0.003	0.246
FBtr0080480	1	0	0	0	0	0
FBtr0081576	134.434	50.262	52.318	128.434	27.322	27.275
FBtr0339734	1.566	1.738	1.682	1.566	1.678	1.725
FBtr0084804	0	0	0	0	0	0
FBtr0332163	0	0	0	0	0	0
FBtr0303731	0	0	0	0	0	0
FBtr0086044	7895.203	2208.48	2350.405	8377.584	2333.482	2269.307
FBtr0335270	303.788	81.949	57.002	196.483	77.996	63.692
FBtr0070437	2.471	1.046	0.435	3.844	4.912	1.499
FBtr0302447	0.419	0.982	0.434	3.154	0.92	6.189
FBtr0302449	15.177	5.873	7.697	12.638	1.027	1.673
FBtr0302448	3.086	1.099	0.435	2.571	1.141	1.639
FBtr0087862	401.301	156.121	169.094	379.035	130.583	151.253
FBtr0302455	5.982	4.769	4.716	14.903	4.176	4.458
FBtr0087864	161.518	53.902	73.009	204.074	28.16	53.134
FBtr0087863	6.199	2.208	2.18	6.988	2.081	2.154
FBtr0072962	11	2	3	6	4	3
FBtr0076847	5753.6	2663.784	3221	6994.523	2563	2769.211
FBtr0336754	20.705	3.957	3.962	15.569	2.297	8.112
FBtr0081966	7.295	3.043	3.038	13.431	4.703	4.888
FBtr0070293	7.213	5.425	3.575	6.023	3.233	9.596
FBtr0070294	270.787	156.575	173.425	302.977	151.767	115.404
FBtr0074896	1813.336	1180.383	1440.266	4186.231	1177.648	1569.191
FBtr0331800	3634.664	246.617	140.734	1609.769	294.331	175.809
FBtr0072564	852.848	386	450	960	358	409
FBtr0074785	285.48	125.708	143.956	192.328	75.813	131.805
FBtr0346015	3.126	2.517	2.044	5.672	0.187	0.195
FBtr0074474	1	0	1	0	0	0
FBtr0331811	190.961	250.462	270.826	384.983	189.24	246.738
FBtr0075141	712.361	121.538	163.174	482.017	127.76	113.262
FBtr0088926	632.095	210.464	255.654	507.512	166.533	176.509
FBtr0301134	502.698	278.565	272.957	703.859	216.023	376.241
FBtr0085069	2934.302	1055.435	1153.043	3181.141	1134.977	956.759
FBtr0078288	581.265	233.011	255.655	610.611	194.116	201.232
FBtr0304820	13.735	16.989	33.345	14.389	12.884	27.768
FBtr0301448	32.953	16.881	24.767	62.175	20.553	11.982
FBtr0301447	575.472	294.974	314.232	372.376	148.653	184.258
FBtr0301446	254.575	25.145	60.001	192.461	68.794	97.759
FBtr0345944	20.966	6.491	1.544	27.82	2.885	2.417
FBtr0345943	74.034	4.509	8.456	37.18	8.115	9.583
FBtr0301526	0.57	1.394	1.031	1.402	0.331	0.674
FBtr0089287	1.214	0.247	0.984	1.299	0.335	0.663
FBtr0337061	1.216	0.359	0.985	1.3	0.335	0.663
FBtr0075653	3.003	0	1	1	0.5	0.5
FBtr0075654	2.997	0	1	1	0.5	0.5
FBtr0329941	1162.312	151.446	138.742	758.869	107.607	104.149
FBtr0079301	819.134	343.855	450.733	1217.756	285.028	194.349
FBtr0329942	720.249	212.69	323.659	977.914	232.63	154.127
FBtr0079300	1287.354	1005.009	956.867	1614.461	1215.734	1146.375
FBtr0076933	0	0	0	1	0	0
FBtr0078830	207.988	84.187	100.836	168.906	94.871	74.911
FBtr0078828	890.135	561.135	831.422	1035.485	499.899	633.731
FBtr0078829	1289.382	392.678	311.742	1048.609	249.23	197.358
FBtr0343392	0	1	0	0	0	0
FBtr0081279	1279	477	540	1340	383	510
FBtr0309241	182.796	80.729	126.216	2911.139	185.885	75.226
FBtr0085444	658.995	1084.59	1367.073	116.746	814.068	1027.963
FBtr0085446	664.493	156.565	106.421	109.2	65.077	107.098
FBtr0085442	2561.376	537.089	714.485	3704.022	484.552	216.68
FBtr0085445	72.105	105.759	62.42	54.212	62.692	136.563
FBtr0085443	2483.265	421.922	488.635	206.413	677.529	838.13
FBtr0088549	230.496	90.771	84.738	2270.342	207.618	201.022
FBtr0306808	128.599	38.165	72.922	129.93	55.008	42.731
FBtr0088548	6693.19	1921.464	2119.197	6005.015	1976.593	1860.708
FBtr0088550	6176.223	2415.755	3025.502	11390.476	3631.991	4829.483
FBtr0339384	301.364	144.844	135.641	347.873	131.791	94.999
FBtr0072788	120.361	45.105	78.556	106.622	56.261	63.223
FBtr0332877	147.452	115.071	33.315	51.51	3.118	40.288
FBtr0332876	246.911	45.062	80.65	143.556	40.051	61.12
FBtr0330391	590.602	113.611	112.568	406.16	92.742	98.788
FBtr0345507	461.41	85.57	66.579	401.809	74.955	67.552
FBtr0343114	4.327	1.007	0.446	2.495	1.495	0.5
FBtr0081125	4.44	1.011	0.892	5.246	1.505	0.5
FBtr0343113	0.33	1	1.677	0.274	0	0
FBtr0088203	2	0	0	0	0	0
FBtr0301738	0	0	0	0	0	0
FBtr0340494	4.153	0.499	0.499	4.098	1.731	0.499
FBtr0071336	7.068	0.501	0.501	6.902	0.466	0.501
FBtr0077408	495.398	200.466	262.644	429.698	178	170
FBtr0082719	930	388	463	785	294	357
FBtr0073257	2	0	0	3.91	4	3
FBtr0086736	48.894	29.971	22.202	116.834	35.994	46.91
FBtr0086740	45788.336	4750.117	4653.793	30185.854	5339.644	5158.622
FBtr0086738	34630.28	23419.852	27944.005	61046.648	25308.195	28153.45
FBtr0336484	271.708	95.377	83.075	89.326	110.661	87.406
FBtr0100617	148.223	10.15	9.553	156.814	50.112	19.679
FBtr0078907	68.784	10.821	17.515	43.113	20.704	16.402
FBtr0336483	962.285	324.652	378.857	1035.747	200.523	249.513
FBtr0300890	280.963	122.361	115.348	329.269	98.796	105.788
FBtr0087788	18.393	8.639	8.652	33.583	30.204	23.175
FBtr0333952	1131.027	101.964	93.863	610.915	97.255	87.39
FBtr0333962	20.937	7.951	7.938	23.677	12.148	9.608
FBtr0333960	21.935	10.386	10.675	23.426	14.973	12.086
FBtr0333957	42.264	20.227	25.109	36.507	15.252	15.822
FBtr0333954	29.035	14.314	19.952	31.219	19.135	20.02
FBtr0333956	42.736	62.512	85.215	39.727	50.155	51.556
FBtr0333958	3635.124	1546.366	1697.955	4343.771	1382.959	1219.042
FBtr0333953	21.413	10.336	13.026	20.769	12.182	11.949
FBtr0333961	17.091	5.766	5.842	17.928	9.133	7.059
FBtr0333959	25.568	10.65	14.589	22.167	17.763	13.742
FBtr0333955	27.872	11.529	14.835	27.895	14.047	13.726
FBtr0088331	4	0	2	0.286	0	1.522
FBtr0088330	2	0	0	1.714	3	1.478
FBtr0299623	971.828	481.285	560.746	1179.816	469.125	418.852
FBtr0299624	3859.17	1076.326	1266.704	4002.709	1285.833	1249.794
FBtr0299622	96.224	44.411	34.146	166.296	41.702	36.054
FBtr0299625	22.117	41.726	67.515	11.196	12.154	28.726
FBtr0339261	161.266	66.68	48.241	71.839	41.053	35.014
FBtr0333266	62.579	19.317	22.186	47.674	29.404	22.13
FBtr0333267	6750.838	961.107	1084.662	4962.466	1063.55	807.537
FBtr0072589	7567.715	4049.713	4383.867	10792.072	4131.954	3555.617
FBtr0305556	2	0	1	1	0	1
FBtr0072219	11925.155	4975.665	5767.175	15722.121	4832.915	6169.238
FBtr0305990	136.406	57.536	38.623	87.069	81.302	110.874
FBtr0305989	155.315	51.781	25.202	161.797	60.781	33.886
FBtr0342704	4.515	1.45	2.428	4.579	2.764	1.9
FBtr0086258	19.485	1.55	9.664	6.421	3.268	2.1
FBtr0307759	26.193	14.409	24.672	205.393	16.141	33.864
FBtr0084065	214.965	77.146	113.544	229.078	99.097	109.787
FBtr0084067	208.908	118.024	99.793	157.907	67.73	58.906
FBtr0084070	623.635	155.019	216.032	507.15	145.122	147.486
FBtr0084077	119.055	40.136	50.334	75.096	27.399	56.609
FBtr0084072	103.826	45.503	41.994	95.085	16.377	49.688
FBtr0084073	632.749	259.259	353.589	647.423	190.321	272.551
FBtr0084066	254.231	48.077	47.838	121.722	81.976	55.526
FBtr0084078	306.691	128.394	127.004	287.876	95.143	147.693
FBtr0084079	1928.736	733.343	898.644	1833.773	642.28	701.807
FBtr0114360	116.841	104.301	123.615	121.878	106.058	44.889
FBtr0307760	8.193	15.028	11.028	75.55	6.202	5.799
FBtr0084081	250.54	190.673	214.537	431.468	154.413	178.952
FBtr0343765	55.248	21.487	33.11	79.62	39.593	42.375
FBtr0084064	72.428	89.513	72.019	187.494	52.21	57.464
FBtr0084085	11.28	17.789	40.314	9.142	28.117	20.136
FBtr0084083	15.397	64.786	13.364	219.502	49.905	23.32
FBtr0114361	224.44	114.394	125.287	302.036	98.854	83.179
FBtr0084071	14.317	7.781	7.678	54.497	11.054	8.918
FBtr0084084	17.943	49.501	55.76	35.587	36.559	35.266
FBtr0084069	102.055	87.19	100.764	295.391	90.594	85.027
FBtr0084080	27.249	17.425	12.256	6.773	14.551	3.008
FBtr0084074	62.785	42.216	52.906	20.853	49.672	44.372
FBtr0084075	511.333	355.216	374.759	838.275	318.245	299.057
FBtr0084062	494.333	195.885	269.947	496.414	145.487	188.819
FBtr0114359	41.03	19.993	19.972	15.192	7.291	26.403
FBtr0084068	201.209	68.102	63.707	261.737	64.618	82.09
FBtr0084063	226.42	115.158	86.72	318.373	109.245	90.754
FBtr0084082	398.875	164.998	251.122	679.953	182.974	191.633
FBtr0084060	56.355	6.453	13.778	19.3	10.895	11.156
FBtr0084061	101.878	59.842	72.516	172.949	58.552	91.384
FBtr0082978	1721.054	914.646	528.671	2132.524	552.805	722.621
FBtr0082979	2419.946	765.354	1261.329	1939.476	949.195	869.379
FBtr0304634	0	0	0	0	0	0
FBtr0304635	0	0	0	0	0	0
FBtr0343117	147.391	51.186	82.964	147.17	50.504	66.637
FBtr0089628	3603.609	1205.814	1439.036	3096.83	871.496	942.363
FBtr0334574	773.777	367.769	469.581	985.113	430.46	392.603
FBtr0334576	107.313	58.414	36.846	57.991	40.068	47.931
FBtr0334577	114.318	47.537	86.911	132.713	71.878	57.452
FBtr0334575	814.234	311.28	329.661	982.286	210.594	270.014
FBtr0078208	28	9	4	12	6	7
FBtr0307394	115.432	74.709	31.154	78.059	35.782	52.843
FBtr0100010	682.582	221.762	303.032	445.592	140.272	193.071
FBtr0290267	58.473	10.176	12.935	41.382	12.478	12.303
FBtr0081021	533.23	204.207	225.851	435.584	194.677	189.414
FBtr0081022	269.972	63.687	87.424	440.095	104.716	83.838
FBtr0340182	184.562	16.883	26.889	190.021	16.266	29.281
FBtr0330341	22.205	3.777	1.928	22.223	5.573	2.095
FBtr0334765	10.992	3.236	3.072	10.974	4.427	1.937
FBtr0079832	0	0	0	0	0	0
FBtr0080478	488	141	143	441	130	130
FBtr0076185	18.872	6.445	7.467	15.63	3.919	3.937
FBtr0345037	19.142	6.555	5.533	9.37	4.081	4.063
FBtr0076310	2	1	2	1	1	1.311
FBtr0331552	0	0	0	0	0	0.229
FBtr0076308	0	0	0	0	0	0.23
FBtr0076309	0	0	0	0	0	0.23
FBtr0070270	2222.689	1014.293	1077.585	2226.352	668.297	778.04
FBtr0333115	449.597	134.313	142.524	254.574	162.409	98.273
FBtr0085157	23.24	4.953	9.998	34.377	9.988	7.971
FBtr0334728	2.71	8.188	1.002	2.771	1.012	2.029
FBtr0333180	831.288	749.45	1118.482	1346.942	911.906	736.158
FBtr0333179	136.55	21.576	32.236	126.022	24.625	27.509
FBtr0100538	2000.03	342.477	350.676	2169.285	386.181	249.409
FBtr0333181	544.519	177.641	184.48	626.755	149.887	309.675
FBtr0333182	55.516	17.199	8.98	35.675	36.394	27.994
FBtr0077342	190.248	36.656	38.109	144.705	35.007	34.255
FBtr0303582	0	0	0	0	0	0
FBtr0100508	56.127	27.681	28.311	12.807	9.258	5.411
FBtr0073321	42.141	49.254	34.866	20.415	6.806	7.544
FBtr0343995	216.706	41.649	39.9	68.729	15.436	17.148
FBtr0304989	266.906	55.413	55.239	80.133	20.047	21.773
FBtr0302594	23.727	60.452	77.201	16.719	7.872	8.6
FBtr0100507	33.032	61.104	45.078	18.432	8.476	8.044
FBtr0304990	761.513	107.631	126.997	128.04	30.157	13.999
FBtr0100504	63.849	36.085	54.806	15.367	9.865	7.73
FBtr0100505	38.997	33.724	15.595	21.279	5.084	6.752
FBtr0306974	1207.805	431.976	500.466	910.947	348.121	395.706
FBtr0346589	25.281	15.639	25.226	25.182	15.443	15.629
